 Procedimentos hospitalares do SUS - por local de internação - Brasil
Valor total por Município e Ano/mês processamento
Período:Jan/2019-Ago/2020
"Município";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"130430 Urucará";25254,72;19533,86;21037,21;21164,37;-;26537,32;46624,69;-;54585,26;23652,57;25973,90;19712,79;15847,05;20493,78;17620,93;3765,27;9908,84;28282,22;51304,41;59555,34;490854,53
"130440 Urucurituba";-;-;8358,73;11295,58;13421,31;2896,90;6616,92;-;-;-;-;931,02;-;-;-;-;-;-;-;-;43520,46
"140005 Alto Alegre";-;-;1616,89;2256,13;3785,46;4097,72;1634,59;4673,09;13328,51;10117,80;9438,86;4784,96;1549,22;4932,26;4106,33;3642,91;1648,58;12707,09;10026,83;5678,93;100026,16
"140010 Boa Vista";2527888,58;2587642,41;1796674,81;2242245,09;2475977,21;2690912,79;2953117,54;3555686,90;2997260,47;2916155,40;2962997,97;2923464,13;2954687,47;2660147,81;2788609,78;2777279,59;2622990,74;3227361,43;2841028,03;2669294,13;55171422,28
"140015 Bonfim";-;-;1734,96;2872,51;-;5096,97;2107,06;9281,53;6581,40;2583,07;1492,86;1785,45;1344,76;-;2775,67;3495,20;44,22;422,09;1769,00;1184,20;44570,95
"140020 Caracaraí";-;-;3812,42;5810,25;9787,76;6579,97;11872,68;5728,83;13034,18;20169,72;8087,54;6418,00;10004,69;7676,37;5242,72;4229,52;4027,46;3768,44;6602,45;4870,03;137723,03
"140023 Caroebe";-;-;4702,51;4112,67;-;3631,73;15617,95;4878,96;3549,96;8816,08;5956,71;5409,21;3659,78;5646,16;4457,70;1783,78;4458,88;9068,40;9019,00;4201,18;98970,66
"140030 Mucajaí";-;-;7871,34;4384,01;-;8069,59;18605,91;5556,32;11370,55;22450,72;6637,01;6133,57;3778,90;5004,08;9761,44;4571,40;5157,83;4048,09;13795,43;6932,26;144128,45
"140040 Normandia";-;-;14518,75;8315,71;-;7361,28;21413,20;6671,10;12190,42;12616,47;3799,73;23151,19;11557,74;7927,60;1638,61;1813,60;31262,82;26527,97;9772,39;10132,24;210670,82
"140045 Pacaraima";-;-;14106,66;7737,51;-;11978,64;12446,16;19050,94;58157,61;14746,96;41654,73;11486,82;14620,58;12440,84;11678,32;10357,87;7009,24;14207,82;15691,41;5209,82;282581,93
"140047 Rorainópolis";-;-;75976,57;140920,91;-;103272,36;92751,28;161710,82;91785,47;83984,98;110291,88;110781,76;51848,17;200919,66;99559,85;57455,80;71289,02;100420,80;101193,28;90769,64;1744932,25
"140050 São João da Baliza";-;-;2425,26;3791,38;5940,60;1523,54;5122,88;9620,72;5812,08;14736,74;5564,51;1173,08;4819,54;4483,72;5366,54;3266,45;3733,72;967,74;6370,29;4455,28;89174,07
"140060 São Luiz";-;-;-;-;-;8767,08;2848,15;5295,59;4147,96;7562,20;2055,87;2525,04;1952,95;3341,48;4149,47;924,84;605,75;2364,42;220,19;23758,47;70519,46
"150010 Abaetetuba";286013,17;288672,44;320408,09;318919,54;305868,90;284123,28;267610,21;258770,92;287912,67;278286,36;306697,94;335237,16;284832,13;300939,18;243060,38;190094,62;186307,53;206263,34;232926,89;186299,04;5369243,79
"150013 Abel Figueiredo";12808,54;17895,44;15539,62;12745,97;16505,84;14297,10;13293,04;8892,26;11302,50;8239,74;12214,73;10916,10;8318,31;4281,49;8162,81;4024,63;2081,96;4254,44;-;-;185774,52
"150020 Acará";39016,15;39589,03;43741,61;41947,16;71472,36;56033,23;45138,18;41903,16;41698,86;57687,65;43576,67;40837,58;32110,35;37699,75;37729,81;17502,33;37980,18;55804,37;33512,87;-;814981,30
"150030 Afuá";38134,56;30488,84;32737,64;40801,16;31849,67;28731,34;35604,74;21530,96;27174,98;30275,85;31079,91;25749,69;26340,63;25044,79;27921,51;26912,09;33450,24;16499,22;-;59398,94;589726,76
"150034 Água Azul do Norte";28972,52;40127,10;47420,70;43555,47;50349,50;60729,36;25574,63;26761,47;27122,68;49478,04;44646,29;37096,29;25131,36;35516,19;43371,50;30992,11;24613,36;25320,17;36955,32;34555,67;738289,73
"150040 Alenquer";146283,48;148641,75;153479,06;147651,38;143951,23;137078,66;138189,69;122269,62;129157,62;133340,12;131196,79;140663,87;157093,23;140556,61;138986,80;144867,31;159790,69;159094,67;156136,09;145658,05;2874086,72
"150050 Almeirim";40101,81;61855,78;49023,76;69528,17;46389,62;41702,35;70506,23;44460,69;58098,44;57607,97;56788,17;49660,91;46389,12;59448,25;29914,28;31568,67;27647,38;67378,05;-;-;908069,65
"150060 Altamira";821156,36;855446,23;950491,21;895810,88;1183137,53;709870,29;887615,55;1013976,23;1083255,27;534287,30;944294,01;1392579,12;880767,83;837724,73;920592,44;855598,95;718565,89;2006682,24;1157441,24;1338220,98;19987514,28
"150070 Anajás";40060,15;33920,64;41168,71;40639,85;31469,28;39679,20;41713,47;45513,08;25473,55;39340,92;39353,67;39913,72;34217,56;36615,75;19800,51;32503,68;32032,89;33754,43;44089,85;32009,87;723270,78
"150080 Ananindeua";3312462,86;2503467,25;3011882,31;2945406,33;2832164,94;3170870,82;2908996,42;2823553,74;3205043,54;2715624,98;3180187,13;2962664,25;2883178,04;2583875,09;3195911,82;2594206,64;3870956,22;4061067,89;3156883,63;3214306,43;61132710,33
"150085 Anapu";114079,18;71717,80;98761,26;146156,19;146168,42;176531,79;185944,57;129146,83;195863,69;154054,96;168001,98;74985,21;109163,49;202245,57;146681,65;172875,65;181729,51;57151,52;79858,73;63534,70;2674652,70
"150090 Augusto Corrêa";141229,02;144655,89;144722,38;145219,30;159120,83;152612,85;150259,36;141955,89;147264,76;141555,75;148640,96;145787,49;146909,06;189827,33;188828,14;118676,38;179704,38;187214,03;156257,54;168536,83;3098978,17
"150095 Aurora do Pará";29872,03;41569,72;57289,70;56587,18;56519,80;43195,47;43536,79;38955,56;32746,40;49261,52;49566,32;42712,12;39936,89;53078,62;44977,52;32103,20;71577,99;53462,80;40121,46;-;877071,09
"150120 Baião";60266,69;69277,31;75350,32;70044,54;76602,32;57747,15;75108,01;78657,05;77459,47;76063,99;77268,24;66696,79;57277,99;50079,29;45738,71;39201,57;24534,06;34392,65;-;-;1111766,15
"150125 Bannach";1443,39;2278,82;2681,58;7511,07;4928,91;9620,12;2672,48;5710,43;4959,60;7252,41;7465,13;2553,73;1582,45;2505,23;3312,67;3595,28;7787,84;2686,29;2426,47;4071,61;87045,51
"150130 Barcarena";137673,44;158819,51;279100,61;199594,17;162434,91;175210,94;161720,81;235785,36;430563,38;661204,06;564609,68;354904,86;546553,48;662563,33;384980,38;462789,62;516811,92;356512,85;438111,71;333846,00;7223791,02
"150140 Belém";15385165,02;15312543,11;14041023,48;16155910,17;15458300,09;15383387,87;10124002,59;11644467,40;13703733,36;15525186,26;16690829,82;16303979,84;15057979,66;17042243,03;14747253,86;11032288,04;13030402,59;17734820,54;17831409,88;21167458,24;303372384,85
"150145 Belterra";10150,40;10445,79;12354,20;17067,71;17776,84;29469,47;17924,72;15381,98;16930,29;16127,24;10818,50;19249,77;9208,09;13058,40;10592,36;14049,95;-;-;-;-;240605,71
"150157 Bom Jesus do Tocantins";30631,49;29832,67;27570,86;40220,69;37692,20;37003,71;35082,63;18031,58;17529,38;22489,08;30902,69;28200,17;20817,52;26987,35;27813,92;24991,70;44758,93;48236,93;55931,92;-;604725,42
"150170 Bragança";992221,54;973250,57;985032,99;1014647,35;1096711,86;1024999,45;1008689,24;974145,44;1031745,79;1070500,24;762312,95;970451,10;1014719,74;975038,85;933098,19;658956,33;1639174,79;1916285,34;1520982,65;945036,96;21508001,37
"150172 Brasil Novo";39820,30;54250,79;98579,52;109541,12;120722,22;136388,18;123119,78;111347,93;124123,71;119725,86;124780,40;118277,42;82505,45;116830,60;94561,19;72162,52;69914,09;82573,22;-;-;1799224,30
"150175 Brejo Grande do Araguaia";19634,40;20940,02;20833,33;29962,21;22557,99;30339,93;19221,22;19166,76;19260,48;23910,31;20131,32;18784,92;29480,74;21292,13;23873,08;21121,74;20305,25;21076,57;16466,12;-;418358,52
"150178 Breu Branco";18432,80;23234,48;18387,72;20547,81;29477,18;21300,22;52263,67;40989,01;39665,67;31622,26;28647,03;15709,36;20247,72;23743,06;20910,95;14860,12;23443,10;21413,80;42948,62;-;507844,58
"150180 Breves";388399,93;391800,73;400210,73;475687,89;496242,49;404181,04;455964,82;445856,15;556110,29;617484,64;611953,73;533319,27;611968,91;684859,86;601272,90;563175,93;621771,28;700533,35;755221,79;415728,53;10731744,26
"150190 Bujaru";71760,85;74568,36;78869,10;93077,82;79938,35;79394,79;76020,31;72973,59;72447,98;84844,03;72199,73;70729,29;68381,31;70838,12;66932,39;73586,30;68039,94;93218,41;58403,52;75901,88;1502126,07
"150200 Cachoeira do Arari";30307,50;36836,07;34870,16;31025,73;35189,08;37146,11;36151,14;33426,81;29311,91;33044,57;33176,79;28792,79;29660,74;24199,76;30911,68;18717,99;21723,58;16835,00;24099,24;18118,10;583544,75
"150210 Cametá";320899,92;249285,54;348394,09;274763,67;290667,83;301375,72;423440,21;322458,33;311986,91;317993,46;303816,21;289438,38;300536,77;319364,19;257585,72;219942,31;-;-;-;-;4851949,26
"150215 Canaã dos Carajás";66628,48;59911,15;97606,27;69700,70;64772,18;56126,09;69796,43;63559,56;61455,60;69206,06;71159,38;64386,84;59157,58;63555,67;71370,62;71506,47;82799,98;112343,09;-;-;1275042,15
"150220 Capanema";284128,02;373564,79;389379,23;419048,29;397087,12;285139,40;387945,38;286167,57;377656,25;346209,65;437136,29;369340,79;357864,01;383432,52;593748,15;263837,47;303327,25;280318,95;22210,19;14554,83;6572096,15
"150230 Capitão Poço";158979,92;152828,16;158793,60;157874,17;158974,13;157623,00;134554,58;156425,92;156966,81;155918,78;158708,96;158155,31;157306,65;136186,11;171231,54;142534,54;88311,01;81104,26;88226,02;100216,93;2830920,40
"150240 Castanhal";693441,91;659617,81;703681,90;739206,31;834164,43;834969,48;832905,62;765343,88;955066,55;936281,05;877976,50;1239819,40;1008325,05;1090037,68;1415518,30;1011055,86;1193170,43;1171785,20;1298633,11;1398881,77;19659882,24
"150250 Chaves";-;-;-;-;5352,61;5864,23;7004,50;14382,63;6337,43;2928,43;2880,07;4114,06;7061,40;10652,78;2552,22;2235,29;-;-;-;-;71365,65
"150270 Conceição do Araguaia";187787,16;175155,34;161200,38;165832,97;230290,64;185997,85;190166,04;187237,53;179972,58;174137,48;184462,14;181111,73;163332,01;167259,19;181853,34;184191,76;223709,25;191358,70;215224,52;194611,26;3724891,87
"150275 Concórdia do Pará";20877,06;20227,98;22267,19;31802,43;27900,22;37939,80;46491,32;34590,09;43097,82;30768,49;36088,97;41754,83;29511,64;36607,89;20856,91;33246,99;30574,51;19678,32;-;-;564282,46
"150276 Cumaru do Norte";13482,36;14078,00;18341,15;13470,07;13491,10;16783,72;14789,32;15670,57;15010,41;15545,49;15378,29;19106,09;17118,21;-;-;-;-;-;-;-;202264,78
"150277 Curionópolis";30399,98;31752,86;31771,18;34606,87;36274,89;33848,93;32765,93;33578,46;34387,42;31988,84;39722,84;42293,88;36796,50;37752,69;40730,31;39314,39;74230,51;65930,99;-;-;708147,47
"150280 Curralinho";51766,66;57789,73;48231,54;66753,60;60774,97;48015,31;53520,31;61434,08;60761,29;50711,21;43635,49;50970,10;45810,63;51770,82;57603,81;33956,68;67430,53;69122,45;73429,09;-;1053488,30
"150290 Curuçá";25875,74;13603,06;17330,83;26368,69;30971,66;37006,45;32246,34;30958,05;33873,24;26140,96;32103,92;32600,43;25630,58;-;-;-;-;-;-;-;364709,95
"150293 Dom Eliseu";58222,77;52729,85;70674,14;91833,93;70561,45;65199,20;63529,71;76352,87;56965,49;86913,30;81424,04;79701,25;57431,07;69025,90;73109,96;93641,22;89826,17;74814,57;80757,43;87575,11;1480289,43
"150295 Eldorado do Carajás";55623,26;74355,29;41953,02;32772,89;78478,42;50833,06;47532,24;40283,27;52677,09;44024,58;52327,11;45978,26;37159,52;39930,57;43371,02;23556,73;19412,80;23981,72;-;-;804250,85
"150300 Faro";11658,42;10962,98;12824,83;11980,66;12372,86;10526,02;10972,18;10804,31;8387,61;644,20;5841,64;10486,74;8709,50;9118,89;9500,31;10392,22;11067,77;10778,17;10945,50;13597,85;201572,66
"150304 Floresta do Araguaia";39118,01;22827,29;24612,81;46316,21;45479,79;47784,86;39031,72;42345,29;44025,84;41983,61;42024,56;39269,23;44542,41;36823,25;42409,58;44531,47;42862,62;-;-;-;685988,55
"150307 Garrafão do Norte";37726,28;33312,87;39056,62;38315,33;34944,04;36176,06;36275,06;34031,38;42069,53;41209,22;14375,77;26065,77;16200,45;26445,15;25524,77;22628,02;33560,81;48558,74;35088,62;38905,66;660470,15
"150309 Goianésia do Pará";49690,12;45804,61;48023,48;46619,54;59125,23;44394,29;69480,81;49689,69;49500,93;56282,80;45672,46;45244,44;54721,99;51495,15;78816,85;50357,04;48799,64;43459,47;-;-;937178,54
"150310 Gurupá";69195,92;43828,06;50009,42;72719,06;55788,64;53695,51;26375,78;1164,02;49318,98;44839,86;59923,89;56798,05;68272,72;42747,89;41029,38;34992,42;-;-;-;-;770699,60
"150320 Igarapé-Açu";32880,94;26951,03;24846,88;20919,74;27228,17;22804,64;15618,68;43869,64;32646,49;27673,37;31941,56;26209,89;63904,19;53256,76;45034,52;17139,05;52052,14;100736,71;101308,27;68707,11;835729,78
"150330 Igarapé-Miri";196718,09;192919,36;193311,44;209932,67;235734,18;231925,45;219549,94;216300,31;235698,76;223482,21;244734,33;215585,40;226326,40;243072,06;195917,32;180846,73;187291,01;185882,70;174786,87;117614,64;4127629,87
"150340 Inhangapi";-;-;-;-;-;-;-;-;-;-;-;-;582,42;649,80;-;1093,38;-;-;-;-;2325,60
"150345 Ipixuna do Pará";79356,23;77430,48;90750,65;93104,73;132174,23;123799,91;138975,90;109309,64;135593,33;138039,28;104666,04;81819,57;90153,50;77943,30;163829,96;91610,60;118486,38;132559,48;127708,63;50039,65;2157351,49
"150350 Irituia";8728,87;5958,47;3384,89;12650,50;-;-;27010,50;13155,47;7586,60;-;-;-;-;-;-;-;-;-;-;-;78475,30
"150360 Itaituba";182723,40;184769,63;201170,67;197105,70;208898,59;204284,87;176793,97;211048,06;176859,89;191290,54;208665,04;195726,28;216363,92;171653,14;197707,38;151428,21;145993,53;156678,22;-;-;3379161,04
"150370 Itupiranga";51093,25;42241,43;140766,49;44018,90;42941,42;54774,87;61606,71;109578,74;44837,43;66910,72;46756,40;38298,11;106648,79;74989,85;63538,77;48513,59;37924,39;69506,98;88069,79;-;1233016,63
"150375 Jacareacanga";36548,44;31389,98;-;31904,59;34829,01;15540,00;17191,70;37367,70;31540,07;-;-;12927,25;21397,37;36500,53;36614,53;-;16321,42;7761,74;-;16641,54;384475,87
"150380 Jacundá";70800,83;63814,44;80440,61;74826,05;79580,48;80605,78;79024,27;70643,81;70895,44;91468,02;74797,64;64286,67;71586,30;80289,17;64049,41;48146,37;39266,62;38516,95;-;-;1243038,86
"150390 Juruti";70436,08;57754,55;77184,52;66178,50;69481,05;58589,24;72818,99;67722,71;64075,86;76564,79;66234,04;79360,79;77821,76;66813,02;66503,75;43529,19;146077,94;173902,76;86234,48;75462,59;1562746,61
"150400 Limoeiro do Ajuru";60593,23;55922,74;45677,16;54333,27;68617,63;57071,69;29650,96;55637,78;65969,38;66817,58;52514,78;2923,71;-;123009,59;56598,91;52508,66;44724,67;15687,23;26997,16;25330,84;960586,97
"150405 Mãe do Rio";76168,31;67472,85;70400,83;57648,35;88049,32;79425,18;67304,58;54694,39;84282,64;60364,91;52669,50;58475,79;62276,88;42100,74;62217,05;55739,32;155977,28;123217,10;-;-;1318485,02
"150420 Marabá";1184982,71;1015167,23;1007961,62;1012966,16;1032485,90;1246445,14;851693,86;1541294,51;1046010,29;1578338,90;1389949,23;836998,91;1022604,04;1529265,11;1399927,64;1108968,47;862291,79;1360085,55;1395249,15;2314764,14;24737450,35
"150430 Maracanã";11051,37;6407,73;6113,27;21374,26;18946,80;7712,48;6913,94;13645,45;6116,73;7452,19;9909,37;4850,68;10010,79;11859,53;8064,88;8526,31;6946,15;48645,55;12531,20;-;227078,68
"150440 Marapanim";5945,85;3652,37;-;-;-;-;9715,82;8542,55;8929,81;18591,71;16375,50;9379,91;11426,05;16278,23;13232,71;15809,43;27278,93;14554,97;9282,59;10562,53;199558,96
"150442 Marituba";442290,54;443833,15;401262,43;462933,95;397900,73;418349,71;390655,40;376092,85;469696,72;432057,32;432105,58;454446,58;444381,57;428175,21;363329,05;345256,38;213673,67;355515,30;343203,77;416048,16;8031208,07
"150445 Medicilândia";36300,27;27793,67;38669,97;23373,08;57471,35;46882,71;55332,27;27588,46;37172,07;88083,42;82523,26;50874,33;42499,76;55030,89;59797,52;41110,50;28481,87;28434,67;25138,49;19917,88;872476,44
"150450 Melgaço";24693,65;24912,98;26130,69;26994,79;27181,62;27495,02;27908,81;27853,68;33580,14;27144,05;28888,25;28941,90;30126,24;31828,39;24686,44;25901,87;19209,99;14332,40;16377,13;18355,01;512543,05
"150460 Mocajuba";73719,64;79119,48;85292,81;83579,27;81983,75;85809,64;89691,25;82371,25;83936,11;82002,17;82683,71;79460,98;77718,99;84101,58;80559,58;80752,29;96098,24;95637,59;90337,32;94162,14;1689017,79
"150470 Moju";80868,96;95990,78;96380,24;87867,23;107051,69;100122,82;89810,16;65518,38;79117,45;77159,43;87669,54;75135,13;78503,79;80856,09;83982,71;72997,58;92196,84;88624,52;64946,20;84331,52;1689131,06
"150480 Monte Alegre";88579,27;74280,99;91594,21;99245,10;117537,39;98825,78;110838,71;98860,94;93510,55;96416,40;57994,20;110590,78;123322,23;97359,65;86853,32;119032,13;99027,17;116176,43;138195,38;125590,04;2043830,67
"150490 Muaná";72136,66;51587,06;65960,97;62070,44;63245,04;44420,84;45623,81;59375,58;79184,32;73144,32;63720,10;53069,13;64013,53;53438,84;-;-;-;-;-;-;850990,64
"150495 Nova Esperança do Piriá";4989,61;9991,07;23208,00;9470,13;15970,07;14874,12;13405,83;8672,49;6931,71;7831,06;6712,15;7658,11;29212,58;36893,75;38882,31;26509,03;32835,43;-;-;-;294047,45
"150497 Nova Ipixuna";4518,19;3299,10;5119,54;7178,98;6098,68;8947,13;3417,66;8250,66;4613,58;6230,43;2907,20;6125,72;2510,20;4369,44;3060,25;-;-;-;-;-;76646,76
"150503 Novo Progresso";47022,96;56729,12;90601,67;69728,40;66399,57;70548,57;66708,82;72228,41;77497,64;74745,92;55949,35;85733,26;61528,72;57993,41;58755,53;75070,14;78988,33;66733,88;77612,80;79208,29;1389784,79
"150506 Novo Repartimento";56034,40;78368,65;83471,05;71511,74;102869,42;67180,98;93804,36;48958,86;77255,71;65615,38;58044,54;50736,65;46150,76;53301,16;45451,43;49432,93;41259,33;46973,03;41708,10;-;1178128,48
"150510 Óbidos";90461,89;99734,89;102851,14;105687,74;100030,89;97193,56;103486,99;107067,37;107803,70;91208,94;98475,15;96991,38;95812,14;87885,21;97419,85;71199,52;74604,48;78452,98;99117,24;-;1805485,06
"150520 Oeiras do Pará";47704,79;54639,06;48899,67;39603,45;49352,23;47022,91;50647,36;37468,22;43269,15;51540,43;46619,15;44379,66;49814,15;45217,95;39161,33;34330,35;24299,99;17421,91;55963,21;124535,62;951890,59
"150530 Oriximiná";164957,54;176408,73;159349,83;184493,16;206584,43;193044,44;200185,68;173317,00;180362,42;199934,43;159077,45;184751,00;180967,25;193678,61;171050,62;153651,36;159005,06;190635,54;-;-;3231454,55
"150540 Ourém";37914,32;35228,96;69399,75;70162,71;71278,07;56576,75;49261,65;50999,58;43052,87;42300,31;65981,64;86504,78;50220,16;50772,58;49154,71;18370,75;27525,73;26679,29;30106,53;41087,33;972578,47
"150543 Ourilândia do Norte";117684,72;121725,13;149067,37;120647,23;131173,94;126290,40;127143,90;116810,42;114492,33;147363,74;113607,39;118192,07;97160,08;155248,76;126160,66;101944,86;127982,37;113729,80;83213,60;-;2309638,77
"150548 Pacajá";63663,54;33454,97;83715,45;102669,38;56892,99;61569,41;38352,23;83891,85;60478,71;87100,33;55092,27;58027,16;65785,05;43591,98;63235,52;37820,95;48785,93;59129,43;-;-;1103257,15
"150549 Palestina do Pará";6442,17;9265,32;13677,75;17720,87;17375,03;13491,47;9931,96;20882,38;9940,13;24756,53;12484,94;11970,90;14188,80;10319,53;11039,42;14672,93;8149,87;14963,06;9013,52;-;250286,58
"150550 Paragominas";512896,43;454074,86;384362,61;547676,74;486826,88;414306,91;551134,93;532395,57;523096,96;538349,83;567110,87;354221,74;612261,97;786292,78;648073,66;478499,71;472947,84;257246,23;378344,34;654855,41;10154976,27
"150553 Parauapebas";322276,84;457142,41;401842,63;464046,58;464713,50;552672,66;423156,92;476883,96;527841,10;489663,56;455291,50;380565,20;358812,81;440301,82;439090,45;551298,38;568277,64;688053,53;745042,54;599837,31;9806811,34
"150555 Pau D'Arco";6197,18;9152,27;7272,63;5884,13;18597,20;11933,98;9304,70;8562,46;6948,87;14911,14;11849,44;9922,81;9750,73;11998,71;25205,16;9683,02;9086,97;18243,01;19709,96;18853,93;243068,30
"150563 Piçarra";17917,96;14489,38;16613,12;16099,90;19372,05;22095,63;17347,17;16414,54;19626,94;20544,17;14875,63;15560,16;11283,63;12127,25;13343,41;12586,75;10455,11;10898,58;13763,48;11011,72;306426,58
"150565 Placas";29110,31;32655,68;26187,50;36683,88;27086,96;41741,74;38897,25;38198,53;34164,01;31244,35;34052,68;24829,63;30738,73;32838,43;32774,52;25693,93;27120,84;22343,64;21187,94;-;587550,55
"150570 Ponta de Pedras";35616,12;42071,97;38124,91;31284,86;28626,40;29192,03;30212,92;28600,71;28268,34;26500,75;-;62527,17;30211,32;-;57909,96;-;28958,34;30558,82;-;-;528664,62
"150580 Portel";49045,11;78466,00;75823,52;70535,56;67728,61;98437,61;91409,92;59651,98;74747,99;54100,71;58951,02;64026,72;54860,04;66812,60;57496,54;72055,38;96178,49;97177,62;-;-;1287505,42
"150590 Porto de Moz";74432,24;80788,38;79686,33;73770,48;70026,94;68331,78;62952,29;56212,45;65996,84;73150,35;59750,97;74092,27;55980,04;68469,84;61819,69;57447,96;52316,25;59855,58;63310,75;55442,47;1313833,90
"150600 Prainha";25438,62;30645,81;17576,54;20501,78;64231,29;38514,64;18698,75;28513,49;39455,88;47984,27;41445,49;47262,74;23354,42;25293,60;41668,97;41225,94;47742,58;78161,44;76119,52;-;753835,77
"150613 Redenção";717796,75;609403,07;655667,65;736227,06;891151,74;663154,21;920428,78;781427,65;799591,76;816715,29;762006,74;675868,52;771695,26;677845,06;741975,17;673319,56;707569,81;615972,86;976616,62;713042,13;14907475,69
"150616 Rio Maria";33559,42;33934,10;59219,08;46200,52;45342,54;34351,47;23139,36;52295,14;24971,43;20012,54;44954,23;18138,49;89053,81;71918,38;61564,31;39235,89;35084,37;47873,60;-;-;780848,68
"150618 Rondon do Pará";128390,30;127292,26;125372,46;129034,38;125179,83;124205,58;133404,09;124813,18;131064,98;127566,05;125710,51;156528,85;117378,85;111948,94;115474,53;94084,29;81712,61;102540,46;99187,26;106706,04;2387595,45
"150619 Rurópolis";60087,86;39634,73;45307,05;35414,33;60536,42;66648,62;45909,36;49279,25;51359,28;41510,00;44672,87;85855,48;44850,74;33908,71;43511,13;28373,27;40149,79;41386,05;44489,29;-;902884,23
"150620 Salinópolis";113508,40;111939,05;114213,30;106013,85;119107,67;119962,86;133407,35;106419,04;118091,97;101155,16;103658,21;103022,06;91524,24;92850,74;100844,51;63119,48;72139,34;138598,89;148728,14;126903,60;2185207,86
"150630 Salvaterra";24116,77;24304,99;24092,44;27906,75;26763,91;31795,38;30785,28;38698,40;30238,25;30628,70;30910,51;31204,33;28436,15;27265,92;25345,35;34270,04;30004,56;36253,28;33488,54;-;566509,55
"150640 Santa Cruz do Arari";9336,60;12033,68;13102,65;13139,95;12840,35;9870,34;12699,65;11760,24;12974,93;9707,66;13077,24;10928,41;11382,57;13023,34;12193,26;10091,82;11264,97;10791,04;10765,86;9979,65;230964,21
"150650 Santa Izabel do Pará";11378,89;19405,14;17863,73;25219,32;17040,61;26313,81;32001,22;36273,74;39411,11;29261,87;18815,10;463,21;48799,94;62871,68;29129,10;21641,62;74266,27;54696,80;41972,85;-;606826,01
"150658 Santa Maria das Barreiras";13296,41;10408,87;18113,87;20925,47;27595,15;21230,84;13284,22;22530,42;14623,84;17155,52;18805,20;18265,68;27855,66;17360,22;9906,95;22825,41;16349,33;29943,84;-;-;340476,90
